Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	6	1011760	135014291	76026	0.0026
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	6	135021116	135022100	2	-1.4791
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	6	135028432	161992584	17438	-0.0015
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	6	162045027	162215598	45	-1.0711
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	6	162700862	170596889	3842	0.0016
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	7	664936	23995508	12349	0.0061
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	7	24000259	24000764	2	1.4379
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	7	24001198	158592540	69800	0.0025
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	8	667625	144182542	82333	0.0022
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	9	789794	138044505	68649	0.0051
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	10	366509	133411599	81524	0.0031
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	11	456012	134272740	77826	0.0033
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	12	780472	132605822	74522	0.0043
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	13	18874255	51147436	19824	0.0041
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	13	51150488	51150651	2	-1.4232
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	13	51152233	64708530	6514	-0.0016
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	13	64726321	64821474	72	0.6289
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	13	64825923	114226675	30726	0.0059
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	14	20033191	105533894	49864	0.0031
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	15	23437561	101344124	44873	0.0044
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	16	603333	89317317	41306	9e-04
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	17	1074619	82959812	37385	0.004
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	18	326691	79349796	43024	0.0041
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	19	283868	58370362	24251	-0.0029
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	20	472817	63588502	37661	0.0053
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	21	13974127	46262057	20819	0.0071
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	22	16934932	48940621	17106	0
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H02_730040	X	3236359	155677414	64380	0.0058
