,TCGA-AA-A01Z-01A-11R-A083-07,TCGA-CK-5913-01A-11R-1653-07
ENSG00000005486.15,53.3457661431,15.6305967138
ENSG00000005513.9,1.01784952646,0.514798734517
ENSG00000005700.13,5.27302309365,16.9066277314
ENSG00000005801.15,3.30524422657,4.26178797897
ENSG00000005810.16,3.07758324602,4.17489400595
ENSG00000005812.9,3.16160758678,6.22134610907
ENSG00000005844.16,0.612016972347,1.53751411059
ENSG00000005882.10,5.83157423615,2.1967978894
ENSG00000005884.16,16.2649660541,21.2483564067
ENSG00000005889.14,2.36807142506,4.55722273927
ENSG00000005893.14,29.8363257871,15.1482725973
ENSG00000005961.16,0.0594633676369,0.120889081532
ENSG00000005981.11,0.0477859071665,0.00832703944882
ENSG00000006007.10,23.2212888962,23.4409130386
ENSG00000006015.16,26.0049098876,6.04205781822
ENSG00000006016.9,1.16662214713,0.279526960424
ENSG00000006025.10,6.11912465493,2.45059753469
ENSG00000006042.10,3.82878017173,7.82518963496
ENSG00000006047.11,4.99148272781,2.51183846691
ENSG00000006059.3,0.0,0.0
ENSG00000006062.12,1.96476877234,2.95196180898
ENSG00000006071.10,0.0243494507047,0.698691805508
ENSG00000006116.3,0.0,0.0
ENSG00000006118.13,4.19921698832,5.73265302041
ENSG00000006125.15,51.786819562,80.1566694672
ENSG00000006128.10,0.0582770398574,0.19294870672
ENSG00000006194.9,8.24608785832,3.71589189538
ENSG00000006210.6,0.891912416123,2.69184806919
ENSG00000006282.18,8.1742038263,4.0163806097
ENSG00000006283.16,0.0113324803019,0.0335710311696
ENSG00000006327.12,54.8349102825,30.834513398
ENSG00000006377.10,0.0478517184332,0.0
ENSG00000006432.14,1.29250249935,1.94733121914
ENSG00000006451.6,16.8117731788,30.69250747
ENSG00000006453.12,20.2373640535,30.8214700409
ENSG00000006459.9,8.51747056343,7.66717013954
ENSG00000006468.12,0.297494106959,1.60306766827
ENSG00000006530.14,9.17592332106,3.61379139764
ENSG00000006534.14,5.77866191296,10.9464972104
ENSG00000006555.9,7.91358890499,6.03846851974
ENSG00000006576.15,0.998973342955,3.05136010448
ENSG00000006606.7,0.0,0.92334601027
ENSG00000006607.12,4.48490200582,5.54584553747
ENSG00000006611.14,25.8801394,26.5075441443
ENSG00000006625.16,32.7600894613,33.7598618826
ENSG00000006634.6,3.26504014185,5.87364252598
ENSG00000006638.10,0.807574131988,0.514849847769
ENSG00000006652.12,5.54616261813,3.8018316693
ENSG00000006659.11,0.0,0.0
ENSG00000006695.9,7.30160601775,8.03912392185
ENSG00000006704.9,13.478229116,6.06053541269
ENSG00000006712.13,18.2897290966,24.1027998283
ENSG00000006715.14,5.64168959112,5.81752476852
ENSG00000006740.15,0.213391544286,1.32833146824
ENSG00000006744.17,12.7281096325,13.3440511882
ENSG00000006747.13,0.160927460317,0.903967010697
ENSG00000006756.14,14.9154736617,24.2703557805
ENSG00000006757.10,11.1433965013,6.10683438845
ENSG00000006788.11,0.0173298237913,0.00603969391429
ENSG00000006831.9,15.8264497844,34.6014413702
ENSG00000006837.10,0.107975516438,0.0689902164344
ENSG00000007001.11,0.0,0.0129678784788
ENSG00000007038.9,1.9857449514,0.00974733519619
ENSG00000007047.13,2.56586779687,3.32393485761
ENSG00000007062.10,25.3384869171,27.7768764762
ENSG00000007080.9,55.1792290158,45.2298196529
ENSG00000007129.16,0.0858691867202,0.289290968572
ENSG00000007168.11,5.65230637347,13.6313082485
ENSG00000007171.15,19.5629994142,41.7113938425
ENSG00000007174.16,0.0129596055655,0.0451660973637
ENSG00000007202.13,12.8851387036,27.1515541907
ENSG00000007216.13,0.375169734581,0.0356596559161
ENSG00000007237.17,1.02946102408,1.75784214994
ENSG00000007255.9,43.7513783645,40.8941978333
ENSG00000007264.12,0.544688372529,0.583385426152
ENSG00000007306.13,26.2295518554,22.0826154842
ENSG00000007312.11,0.238039293571,0.460889623339
ENSG00000007314.10,0.0200121955713,0.004649692817
ENSG00000007341.17,0.800344719985,0.881707817461
ENSG00000007350.15,0.0,0.00525287899477
ENSG00000007372.19,0.279124233656,0.287945328742
ENSG00000007376.6,49.7883334118,11.0855855319
ENSG00000007384.14,10.3108378309,6.07106246701
ENSG00000007392.15,2.51195178536,3.54526805601
ENSG00000007402.10,0.382884392205,0.0849168353789
ENSG00000007516.12,2.792746501,0.227730167289
ENSG00000007520.3,79.1787589251,27.2401711282
ENSG00000007541.13,13.3909761022,3.80724754161
ENSG00000007545.14,1.97767481348,1.72426552886
ENSG00000007866.17,14.4306654546,13.3065461627
ENSG00000007908.14,0.215974582608,1.07887375123
ENSG00000007923.14,15.3578974744,11.2706962213
ENSG00000007933.11,0.0953165329923,0.0775114399748
ENSG00000007944.13,8.81522369072,5.92321424532
ENSG00000007952.16,187.011182207,66.1919872428
ENSG00000007968.6,5.90762800375,2.71239919946
ENSG00000008018.8,88.0801660279,67.6069509186
ENSG00000008056.11,1.52577244645,0.125469982845
ENSG00000008083.12,3.13709713874,4.44342038458
ENSG00000008086.9,0.179368994176,0.558936951726
ENSG00000008118.8,0.0411162373882,0.0859776158336
ENSG00000008128.21,2.8788188266,1.33366809704
ENSG00000008130.14,18.5485459829,14.8530576208
ENSG00000008196.11,0.00894674347462,0.0
ENSG00000008197.4,0.0,0.0
ENSG00000008226.18,0.0593813541171,0.0482889391879
ENSG00000008256.14,5.99579230731,6.72441769457
ENSG00000008277.13,0.0766644754186,0.304907256021
ENSG00000008282.6,32.4292328937,62.2402238945
ENSG00000008283.14,8.70702792793,22.0381477337
ENSG00000008294.19,5.26544235067,7.21211548015
ENSG00000008300.13,5.26619779648,0.587366001631
ENSG00000008311.13,0.275606858938,0.542908099111
ENSG00000008323.14,15.3547140771,14.0106983413
ENSG00000008324.9,14.2502368453,10.7138947399
ENSG00000008382.14,17.6129198684,10.423978175
ENSG00000008394.11,9.64954985768,19.9280743848
ENSG00000008405.10,3.17343924983,4.99589055481
ENSG00000008438.4,0.0764076744797,0.0798875347121
ENSG00000008441.15,31.1120605092,13.9370915842
ENSG00000008513.13,6.68683133103,15.8870854917
ENSG00000008516.15,0.280000978704,0.539037558503
ENSG00000008517.15,49.3218800948,50.6241506973
ENSG00000008710.16,5.77980435963,2.65061770687
ENSG00000008735.13,0.223745910017,0.539352547522
ENSG00000008838.16,8.24965825236,9.3744499222
ENSG00000008853.15,2.15706529048,2.46510107112
ENSG00000008869.10,2.04473864438,4.90189757229
ENSG00000008952.15,5.55825353506,16.662717886
ENSG00000008988.8,159.377958816,260.764409441
ENSG00000009307.14,67.9052379302,81.9282754742
ENSG00000009335.16,6.30089837966,16.7171164829
ENSG00000009413.14,1.0227866736,1.38261693879
ENSG00000009694.12,0.0255956229647,0.00743370360224
ENSG00000009709.10,0.008714323717,0.0
ENSG00000009724.15,0.232943651201,0.0811842272304
ENSG00000009765.13,1.66176737317,1.08613741461
ENSG00000009780.14,2.72749259422,2.29562791865
ENSG00000009790.13,0.0638866749198,0.430464961236
ENSG00000009830.10,2.15394546995,1.70052251277
ENSG00000009844.14,3.7044359723,8.47234697519
ENSG00000009950.14,20.2915932525,7.72096846389
ENSG00000009954.9,13.9698319006,20.6273624294
ENSG00000010017.12,9.77981707413,13.9716066086
ENSG00000010030.12,3.01253510164,7.8824162304
ENSG00000010072.14,1.20161612016,1.87639668393
ENSG00000010165.18,15.4963628493,12.8454646879
ENSG00000010219.12,1.06845095133,3.39754187888
ENSG00000010244.15,6.11145582766,10.3505668317
ENSG00000010256.9,243.446751222,92.5233924893
ENSG00000010270.12,5.71897736492,5.86037904135
ENSG00000010278.10,106.725239164,157.260513012
ENSG00000010282.13,0.0,0.0
ENSG00000010292.11,28.1470466395,44.9399709683
ENSG00000010295.18,1.05734241064,0.751738170191
ENSG00000010310.7,0.278784758237,0.279336481172
ENSG00000010318.18,2.09696372583,1.75508046229
ENSG00000010319.5,0.75752010939,1.43864520703
ENSG00000010322.14,7.81875454255,6.02125804694
ENSG00000010327.9,1.14828004942,2.7542638526
ENSG00000010361.12,5.25892007673,0.285970293749
ENSG00000010379.14,0.0259314285295,0.00451873870632
ENSG00000010404.16,5.68370475682,6.73696429191
ENSG00000010438.15,73.0648387212,92.6618587723
ENSG00000010539.10,1.95900391331,1.61351937274
ENSG00000010610.8,1.52448565447,6.66014166764
ENSG00000010626.13,0.954720647723,1.45021772247
ENSG00000010671.14,0.144297772132,0.578333366047
ENSG00000010704.17,0.407148559695,2.62847585576
ENSG00000010803.15,15.0925345768,7.88563801152
ENSG00000010810.16,1.07636772577,4.67230509319
ENSG00000010818.7,1.82928134114,3.4975929869
ENSG00000010932.14,0.0152730498682,0.670682690087
ENSG00000011007.11,7.83720787986,11.4945581387
ENSG00000011009.9,60.9257260114,43.2353084037
ENSG00000011021.20,2.02990235804,1.47293361781
ENSG00000011028.12,4.73950344674,10.1678431936
ENSG00000011052.20,0.709279943599,2.81183522661
ENSG00000011083.7,1.16516918314,0.161558029661
ENSG00000011105.10,2.33956715558,7.18736154092
ENSG00000011114.13,3.03392336679,5.34604308882
ENSG00000011132.10,3.64380443307,2.16024175939
ENSG00000011143.15,4.20897989091,2.03578043337
ENSG00000011198.6,3.76353564335,5.10151924063
ENSG00000011201.9,0.578521371552,3.54587745211
ENSG00000011243.16,7.16767446645,4.46779017197
ENSG00000011258.14,1.31402949695,2.69982369776
ENSG00000011260.12,13.283309936,18.4260995168
ENSG00000011275.17,8.82353698835,6.57302766246
ENSG00000011295.14,7.26628531559,11.9100182491
ENSG00000011304.15,73.2687766102,65.2350257303
ENSG00000011332.18,0.11461151172,0.383460166618
ENSG00000011347.8,19.8873017211,3.7135022015
ENSG00000011376.8,13.8018357447,8.89857961288
ENSG00000011405.12,4.10628988534,7.00135604087
ENSG00000011422.10,11.2569745054,28.5852906347
ENSG00000011426.9,10.065681668,22.6140722013
ENSG00000011451.16,12.1285311988,7.1131499834
ENSG00000011454.15,6.97726662047,7.42477991247
ENSG00000011465.15,2.56076035837,10.8453531206
ENSG00000011478.10,17.8633234293,3.85700751899
ENSG00000011485.13,13.3500735793,10.8970264093
ENSG00000011523.12,3.29200733187,2.52808888696
ENSG00000011566.13,3.43664516434,6.80077697842
ENSG00000011590.12,0.158883828521,0.200728246064
ENSG00000011600.10,7.03590845926,27.1001065934
ENSG00000011638.9,9.35531026077,12.5771336901
ENSG00000011677.11,0.0787219541504,0.0
ENSG00000012048.18,2.61254870614,4.89671923743
ENSG00000012061.14,7.25160353922,4.55255793223
ENSG00000012124.13,0.142915474916,0.23970151672
ENSG00000012171.16,4.82608251846,8.48957407717
ENSG00000012174.10,2.56980398631,2.52790756194
ENSG00000012211.11,13.4519610249,4.20197427415
ENSG00000012223.11,0.0906745183371,0.126405517604
ENSG00000012232.7,2.77148321229,5.40237942758
ENSG00000012504.12,0.0953991773851,0.0
ENSG00000012660.12,9.47912046575,14.6324296467
ENSG00000012779.9,1.06192328285,16.6851434429
ENSG00000012817.14,2.30797523759,0.00405220507892
ENSG00000012822.14,3.80235089454,4.72753206091
ENSG00000012963.12,9.57598727048,10.4636667014
ENSG00000012983.10,2.62072307113,5.60093392974
ENSG00000013016.13,0.628929434458,1.11249767925
ENSG00000013275.6,50.6115216897,36.3299190116
ENSG00000013288.7,5.87973284668,5.92342098243
ENSG00000013293.5,0.0,0.00366631768446
ENSG00000013297.9,0.0364811177887,0.0317854912648
ENSG00000013306.14,91.3511606741,61.4993545725
ENSG00000013364.17,81.1362158589,70.1636567693
ENSG00000013374.14,4.01595686972,21.3840519824
ENSG00000013375.14,2.85005313397,9.64531707444
ENSG00000013392.7,1.49876592249,2.26860114599
ENSG00000013441.14,8.36375844131,3.80493356818
ENSG00000013503.8,4.35986154092,3.51255195852
ENSG00000013523.8,10.9272266365,4.64528452545
ENSG00000013561.16,5.35022256433,6.91643111837
ENSG00000013563.12,7.49942250051,3.1428878063
ENSG00000013573.15,5.24908132012,4.90200750376
ENSG00000013583.7,8.45501309002,7.39737218578
ENSG00000013588.5,90.1204982579,151.612153555
ENSG00000013619.12,0.240072451538,1.95656076959
ENSG00000013725.13,0.600181128844,0.881739557346
ENSG00000013810.17,17.7647843165,15.0024090923
ENSG00000014123.9,4.21782483314,9.95610941528
ENSG00000014138.7,7.15771508748,6.49926810518
ENSG00000014164.6,17.5317828916,9.09574504039
ENSG00000014216.14,88.8825702644,46.5122509794
ENSG00000014257.14,2.41413992728,3.72668776286
ENSG00000014641.16,22.8102173385,28.947784522
ENSG00000014824.12,8.93922201858,16.2565881017
ENSG00000014914.18,8.95123146203,6.60677394456
ENSG00000014919.11,13.8422828423,13.7199238451
ENSG00000015133.17,5.91928889113,6.32311187349
ENSG00000015153.13,0.751176473158,1.10378791387
ENSG00000015171.17,8.45962705372,8.8268189297
ENSG00000015285.9,0.831787871699,2.78616584733
ENSG00000015413.8,51.1342379215,24.4758827578
ENSG00000015475.17,6.31059335784,11.8289612802
ENSG00000015479.16,0.191603342732,0.224760036499
ENSG00000015520.13,0.21997030429,0.0985664937042
ENSG00000015532.8,8.63607794449,6.12120715535
ENSG00000015568.11,0.0,0.00270518636062
ENSG00000015592.15,0.0334022620676,0.0
ENSG00000015676.16,14.4972852558,7.41667246025
ENSG00000016082.13,0.0763546504169,0.0
ENSG00000016391.9,15.1893493026,9.65323157264
ENSG00000016402.11,4.69882967287,6.54233307528
ENSG00000016490.14,4.08483663326,0.0574042165596
ENSG00000016602.9,4.02187654703,3.44302064312
ENSG00000016864.15,10.2834271598,8.86188587307
ENSG00000017260.18,11.3405357524,15.6228673298
ENSG00000017427.14,0.0,0.0450460193257
ENSG00000017483.13,79.6010355836,24.355547952
ENSG00000017797.10,20.8828205326,23.0391863514
ENSG00000018189.11,1.73152856367,3.47109853426
ENSG00000018236.13,0.0514007847541,0.0870104489123
ENSG00000018280.15,0.310703406598,1.60659025548
ENSG00000018408.13,0.967788160295,4.44399931597
ENSG00000018510.11,5.13423778253,11.0285146127
ENSG00000018607.6,0.0,0.0
ENSG00000018610.12,13.0497200321,6.51733655279
ENSG00000018625.13,0.113556023044,0.00304430110049
ENSG00000018699.10,5.37180736876,6.56156329064
ENSG00000018869.15,0.0,0.0572328606893
ENSG00000019102.10,8.5670504291,11.0191242013
ENSG00000019144.15,0.871220551291,2.01951215639
ENSG00000019169.10,0.132307661437,1.37411170818
ENSG00000019186.8,0.235455673623,0.00965408274466
ENSG00000019485.11,0.484926447752,0.402586458432
ENSG00000019505.6,0.557843641113,4.26302508242
ENSG00000019549.7,1.35002516872,3.77242801953
ENSG00000019582.13,71.2722340467,879.104109996
ENSG00000019991.14,0.173134620379,0.211189706241
ENSG00000019995.6,1.63397423016,1.99952114247
ENSG00000020129.14,7.7200188492,5.92698244112
ENSG00000020181.16,2.42305714056,4.47759392971
ENSG00000020219.9,0.0,0.0
ENSG00000020256.18,4.92975283223,3.21422592142
ENSG00000020426.9,1.86462402508,3.49727577575
ENSG00000020577.12,2.68060975315,2.29540453066
ENSG00000020633.17,0.741946730743,3.53532808932
ENSG00000020922.11,2.50419221861,1.4063697098
ENSG00000021300.12,11.0294702703,5.09932838641
ENSG00000021355.11,71.1939743388,137.916765809
ENSG00000021461.15,0.187759473124,0.0
ENSG00000021488.11,0.0211834908069,0.0
ENSG00000021574.10,2.44832878287,5.24471703048
ENSG00000021645.16,0.0434145934174,0.104653405989
ENSG00000021762.18,8.98225123726,7.24188099292
ENSG00000021776.9,6.07962897768,4.74364716762
ENSG00000021826.13,1.27472933755,0.0257010835535
ENSG00000021852.11,0.0,0.0
ENSG00000022267.15,1.10082092297,1.03905748
ENSG00000022277.11,18.1979272559,16.8324195708
ENSG00000022355.13,0.0,0.0
ENSG00000022556.14,0.400858890982,0.0394818799781
ENSG00000022567.8,4.55676623733,9.1677628125
ENSG00000022840.14,28.8330066634,25.1931577916
ENSG00000022976.14,1.26954289905,1.22103595095
ENSG00000023041.10,8.92428590722,12.1033451737
ENSG00000023171.13,1.07549471796,0.251191920814
ENSG00000023191.15,43.0096250652,19.508418973
ENSG00000023228.12,12.5291645417,9.39427397107
ENSG00000023287.11,3.61218159064,7.23362481086
ENSG00000023318.7,15.912441281,23.4547431951
ENSG00000023330.13,29.5025216288,56.9141982315
ENSG00000023445.12,0.848838650246,5.32243527356
ENSG00000023516.8,3.48825681637,5.89492695658
ENSG00000023572.7,8.04662807454,7.09947421645
ENSG00000023608.4,1.09778496165,3.63103282773
ENSG00000023697.11,9.69120124414,11.4336927318
ENSG00000023734.9,57.1533552065,66.4768348551
ENSG00000023839.9,0.697379416625,0.0799900861045
ENSG00000023892.10,5.72832388634,3.63119450511
ENSG00000023902.12,2.06981581561,2.87084039441
ENSG00000023909.8,2.75067628127,4.01854934758
ENSG00000024048.9,3.68416370704,7.08794018387
ENSG00000024422.10,8.38595165027,12.7559397766
ENSG00000024526.15,2.64631457954,6.5696131188
ENSG00000024862.15,6.60746392714,8.86767538596
ENSG00000025039.13,0.466400158102,0.623727597516
ENSG00000025156.11,3.09476532016,4.40652782142
ENSG00000025293.14,7.11947463067,5.49074344018
ENSG00000025423.10,0.363205494886,0.556962389894
ENSG00000025434.17,2.19665743177,3.96318305891
ENSG00000025708.11,5.43728784175,21.7893310563
ENSG00000025770.17,12.0336645164,13.2978984657
ENSG00000025772.7,53.7862597773,32.9530269276
ENSG00000025796.12,7.00242034571,11.6864476073
ENSG00000025800.12,10.2231016871,11.8318992587
ENSG00000026025.12,41.2075129508,53.9045364131
ENSG00000026036.19,0.804585383918,0.992387199943
ENSG00000026103.18,0.716011179506,9.1030199532
ENSG00000026297.14,15.0076149325,15.4352375062
ENSG00000026508.15,33.5813894615,61.471063003
ENSG00000026559.12,0.182130487632,0.0528959214573
ENSG00000026652.12,0.395239150918,2.42259017341
ENSG00000026751.15,0.170743406659,1.27344003191
ENSG00000026950.15,2.41992072338,9.32899756357
ENSG00000027001.8,10.7863325852,12.3580646594
ENSG00000027075.12,0.362218695229,1.1775000008
ENSG00000027644.4,0.0107848511322,0.0150347056114
ENSG00000027697.11,15.4277526161,68.8915795258
ENSG00000027847.12,14.649430814,3.69684552757
ENSG00000027869.10,2.409031775,3.79338580432
ENSG00000028116.15,2.55548722626,5.13065113215
ENSG00000028137.15,35.7164286124,25.0990257757
ENSG00000028203.16,3.51805119907,7.06535318988
ENSG00000028277.19,0.302781394546,0.398405766732
ENSG00000028310.16,3.66105472455,2.0771426702
ENSG00000028528.13,7.41388821823,9.70609041373
ENSG00000028839.8,1.98699378127,4.56590791766
ENSG00000029153.13,0.811455411631,5.18656920193
ENSG00000029363.14,5.36702890634,15.7186909216
ENSG00000029364.10,11.0088725607,11.886405389
ENSG00000029534.18,0.259810149726,1.2126275294
ENSG00000029559.6,0.071168855919,1.92226150795
ENSG00000029639.9,6.19304308941,4.76522136879
ENSG00000029725.15,2.85554818359,6.81667820309
ENSG00000029993.13,27.7494491496,16.9256050352
ENSG00000030066.12,6.26086765513,8.91133526201
ENSG00000030110.11,35.5150608468,30.6230734327
ENSG00000030304.11,0.0,0.0
ENSG00000030419.15,0.19776103983,0.693925056421
ENSG00000030582.15,110.292741573,169.713804993
ENSG00000031003.9,1.11513903295,3.62732590044
ENSG00000031081.9,0.357611366491,1.82454139381
ENSG00000031691.6,1.68246789276,4.89005752006
ENSG00000031698.11,48.0722987217,51.9960390163
ENSG00000031823.13,10.4632843903,8.79975412582
ENSG00000032219.17,1.30119200409,3.18705661737
ENSG00000032389.11,7.94481045396,5.87972255481
ENSG00000032444.14,11.9072506917,7.95455639753
ENSG00000032742.16,0.972256712084,2.16798375988
ENSG00000033011.10,11.5386465002,7.4116299998
ENSG00000033030.12,1.76625703677,3.00502155888
ENSG00000033050.6,9.94399159236,14.1297484957
ENSG00000033100.13,10.178483457,15.2016194471
ENSG00000033122.17,0.0187733843931,0.0235540642886
ENSG00000033170.15,3.48145296495,20.0887341019
ENSG00000033178.11,2.35799751194,5.71903065154
ENSG00000033327.11,5.11867097091,5.94077263007
ENSG00000033627.13,8.03985892527,4.74993561023
ENSG00000033800.12,1.90934099702,4.26304082784
ENSG00000033867.15,1.09843977954,2.49631930431
ENSG00000034053.13,0.43248367794,0.527543830913
ENSG00000034152.17,18.5414340926,25.1382821362
ENSG00000034239.9,0.0,0.0132113752495
ENSG00000034510.5,2521.30537201,3221.9931258
ENSG00000034533.10,1.83003849469,2.32739173203
ENSG00000034677.10,5.35674765967,9.56907127641
ENSG00000034693.13,4.95171247753,5.43609147096
ENSG00000034713.6,12.4931836374,13.7383388633
ENSG00000034971.13,0.0,0.0
ENSG00000035115.20,3.3949233458,7.20039623211
ENSG00000035141.6,15.0279980889,17.700551113
ENSG00000035403.15,14.9921767692,34.9208945771
ENSG00000035499.11,3.85933035785,7.09290481606
ENSG00000035664.10,1.11546672588,0.825402797672
ENSG00000035681.6,3.28385684187,7.00366824999
ENSG00000035687.9,10.6845690795,22.1070120608
ENSG00000035720.6,0.0,0.0810942950552
ENSG00000035862.11,11.1531060295,48.3392622609
ENSG00000035928.13,4.82689804757,9.81070812106
ENSG00000036054.11,4.19414262701,7.66104144801
ENSG00000036257.11,4.1218304293,6.57765005494
ENSG00000036448.8,0.233702317865,0.0407243167606
ENSG00000036473.6,0.0,0.302413380614
ENSG00000036530.7,0.0176476237036,0.00615045177424
ENSG00000036549.11,3.79256210184,4.49314171698
ENSG00000036565.13,0.0984896878204,4.86435403178
ENSG00000036672.14,0.133351428356,0.219699522522
ENSG00000036828.12,0.0,0.00355187260669
ENSG00000037042.8,2.69907629331,1.00291710245
ENSG00000037241.6,7.8455715239,10.6736335038
ENSG00000037280.14,0.45368135683,0.833891573362
ENSG00000037474.13,17.0655833215,21.8473400414
ENSG00000037637.9,3.78432311181,3.36765440184
ENSG00000037749.10,0.803619948618,4.19709635624
ENSG00000037757.12,9.82156982375,2.05266582246
ENSG00000037897.15,11.8800669607,7.64433182213
ENSG00000037965.5,0.0873692836825,0.213146201667
ENSG00000038002.7,3.22883122362,4.38649760692
ENSG00000038210.12,7.17973131043,11.1571743395
ENSG00000038219.11,1.6927238654,3.09476048721
ENSG00000038274.15,5.44476966213,18.2539838679
ENSG00000038295.6,0.0146273665582,0.0305870911953
ENSG00000038358.13,12.2182963927,7.23374961974
ENSG00000038382.16,7.25864175252,6.11564185732
ENSG00000038427.14,2.22561630202,9.25361699363
ENSG00000038532.13,5.84910093232,3.00743966957
ENSG00000038945.13,0.267602915229,2.62610329161
ENSG00000039068.17,87.0758037947,138.745907786
ENSG00000039123.14,6.65715512281,13.0142113404
ENSG00000039139.9,0.0367313372916,0.228097701539
ENSG00000039319.15,1.49281969021,2.9677093429
ENSG00000039523.16,3.26205925465,9.92414742406
ENSG00000039537.12,0.0,0.00404579200905
