Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	78808919	95357721	8763	-0.025
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	95367466	99134197	2103	0.0396
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	99134610	115258252	8509	-0.0227
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	115258442	115793390	352	0.0962
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	115793636	123187820	4218	-0.022
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	123188136	123928502	437	0.0344
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	123936032	123940343	2	-1.2954
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	123942978	136782427	7688	0.0267
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	136782708	147682759	6321	-0.0046
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	147682895	151915020	2826	0.0387
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	151915183	170391565	12268	-0.0167
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	170394396	177622759	4198	0.0128
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	5	177626375	180934240	1548	-0.0173
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	1011760	1989370	790	0.0274
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	1991971	2041906	24	-0.2972
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	2050082	4849675	1901	0.0271
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	4851970	5748068	647	-0.0407
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	5750007	7714202	1599	0.0321
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	7715354	11148879	2207	-0.0173
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	11148970	12544543	1166	0.0325
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	12548407	16786282	2953	-0.0189
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	16786759	20580194	2623	0.0255
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	20580662	29678212	4956	-0.0247
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	29678388	45361210	8013	0.0132
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	45361456	47920964	1737	0.068
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	47923077	64523772	6965	0.0189
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	64524985	70103254	3220	-0.0261
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	70105493	70619117	361	0.0768
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	70619562	105031052	18954	-0.0142
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	105031874	109858129	3007	0.0331
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	109858383	125081937	8507	-0.0087
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	125082248	147916633	14099	0.0154
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	147921378	147971243	69	0.3649
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	147971972	161688301	9332	-0.0077
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	161689465	164955312	1713	-0.0587
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	6	164955638	170596889	2441	-0.0032
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	664936	5069139	1731	-0.0079
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	5069659	6416236	440	0.0493
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	6422572	6423015	3	-1.0405
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	6423420	9311570	1282	0.055
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	9311721	10595698	445	-0.0477
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	10596666	36925058	17068	0.0249
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	36925869	67105423	13601	-0.0024
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	67106408	72346893	3076	-0.0443
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	72347168	116615144	21723	0.0144
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	116615718	118076738	975	0.0754
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	118076959	134044457	8662	0.0113
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	134171926	134224102	35	0.4585
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	134225418	139503831	3276	-0.0129
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	139504090	144674959	2351	0.0322
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	144675376	148721974	2470	-0.0225
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	148725369	152070390	1549	0.0248
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	152071259	155356342	1609	-0.0218
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	155356379	157727104	1474	0.0399
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	7	157730524	158592540	324	-0.0024
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	667625	11739597	5210	0.3993
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	11739715	16865831	3101	0.3571
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	16866005	17309256	274	0.4116
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	17310795	19133253	1611	0.468
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	19133579	21535171	2026	0.3717
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	21535393	24042669	1381	0.4166
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	24042960	24043381	2	-0.6935
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	24052408	30404169	4384	0.418
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	30405076	37006356	3716	0.3754
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	37009331	40543166	1916	0.419
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	40543346	51785845	4140	0.3774
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	51788300	52793603	549	0.4465
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	52793981	58218013	3298	0.3737
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	58218341	61513629	2119	0.4267
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	61515523	61986648	316	0.5088
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	61987634	62828794	551	0.4331
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	62828808	72630465	5615	0.3717
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	72631418	85563819	7213	0.4085
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	85564253	89360940	2013	0.3686
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	89361132	95716385	3697	0.4106
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	95719670	97920862	1428	0.3726
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	97921508	103716445	3297	0.4228
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	103717403	112548674	4662	0.3679
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	112551774	112552558	2	-0.7925
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	112557270	118083508	3121	0.3758
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	118085555	128020402	6804	0.4268
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	128021626	132331939	2983	0.3863
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	132337738	133722577	1172	0.4444
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	8	133722977	144182542	5717	0.3803
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	789794	3732723	1970	-0.0228
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	3735468	5429108	1356	0.0449
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	5560487	8312601	1311	0.0099
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	8315717	11181877	1659	-0.0431
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	11182455	14866121	1889	0.0186
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	14866174	14866253	2	-1.3438
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	14866523	15175396	163	-0.0281
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	15175599	15974589	568	0.0389
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	15977466	18588113	2176	-0.0489
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	18594876	22611156	2980	0.0191
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	22612585	26695908	2452	-0.0428
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	26697791	28026838	1077	0.0331
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	28027282	32625624	2277	-0.0303
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	32627717	73369121	7295	0.0292
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	73375705	77105656	2657	-0.0021
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	77106500	77116131	11	-0.7092
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	77120528	78564401	897	0.0125
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	78569824	80272281	1256	-0.0562
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	80272308	89120523	6130	-0.0032
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	89122139	100976773	7435	0.0103
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	100981496	101680364	496	0.0941
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	101680454	107977890	3928	0.0066
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	107977927	108662098	624	0.0895
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	108662874	114977332	4374	0.0225
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	114977423	120465455	4197	-0.0265
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	120474920	131757837	6532	0.0155
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	9	131758175	138044505	2898	-0.0138
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	366509	899992	204	0.0131
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	900501	2445103	956	-0.0418
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	2445473	6886689	3171	0.035
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	6887183	10689506	2941	-0.0536
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	10689685	36458395	17906	-0.0104
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	36459436	38098083	971	-0.0674
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	38099642	53875959	5879	-0.0101
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	53877097	57338483	1669	-0.0371
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	57338499	62242149	3443	0.0371
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	62244574	66850251	2610	-0.0168
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	66853593	75626456	4822	0.0169
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	75626654	86122756	7244	-0.0194
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	86123040	89812164	2254	0.04
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	89812257	91589335	1204	-0.0316
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	91590011	104855091	7384	0.0155
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	104855275	107181625	1620	-0.0612
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	107185349	109457903	1514	-0.0125
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	109458294	115187397	3854	0.0396
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	115187466	120813690	3943	-0.0075
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	120815916	122828702	1647	0.0448
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	122829910	128159535	3789	0
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	128160683	132385605	2182	-0.0441
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	10	132386083	133411599	260	0.0218
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	456012	19940117	12407	0.0122
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	19940384	26656163	4654	-0.0136
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	26659002	28101969	923	0.0576
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	28104382	32552073	2786	-0.0187
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	32557860	37650304	3043	0.0251
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	37650611	38230080	295	-0.3465
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	38234991	43304499	3338	-0.0404
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	43304620	96872199	25390	0.0041
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	96876342	100182245	2174	-0.0371
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	100183129	103309527	2147	0.0221
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	103309544	103309716	2	-1.7215
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	103314638	121713375	11958	-3e-04
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	121713709	124412114	1983	-0.0534
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	124412662	126629944	1472	0.0175
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	126630600	128873123	1869	-0.0224
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	128874185	131267730	1475	0.0289
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	11	131268828	134272740	1861	-0.0503
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	780472	7502541	4070	0.4131
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	7502682	9643123	721	0.3367
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	9646235	11880831	1337	0.4064
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	11880848	16434407	2868	0.0375
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	16434835	26190055	6177	-0.0154
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	26190368	28310656	1331	0.0388
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	28314868	40237989	4031	-0.0023
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	40238036	44624427	2420	-0.043
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	44628146	59533614	8137	0.0173
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	59533789	63232842	2301	-0.0325
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	63232912	80446147	10620	0.013
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	80446276	80456531	2	-1.8565
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	80458187	88709125	4674	-0.0107
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	88717374	94016552	3298	0.0248
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	94018772	100230142	4151	-0.0094
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	100232527	100300043	37	-0.6368
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	12	100303408	132605822	18319	-3e-04
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	18874255	23489717	2435	-0.0323
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	23491318	24854227	507	0.0474
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	24854427	26129548	852	-0.0364
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	26129822	29045799	2120	0.0344
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	29046517	29476753	353	-0.0412
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	29482301	32774430	2232	-0.0025
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	32775707	32776919	3	-0.8785
