Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	52747820	56626027	2130	0.0449
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	56626055	59875633	1912	-0.0146
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	59877786	66377204	3655	0.044
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	66378436	69061928	1723	-0.0014
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	69062600	75946537	3881	0.0604
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	75947467	84054724	4306	0.0029
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	84056785	101882815	5015	0.0623
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	101887988	104603859	1698	0.0027
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	104609118	114523528	5072	0.0635
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	114524088	116667464	1104	5e-04
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	116674615	122116338	2952	0.069
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	122118709	123428657	872	0.0026
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	123430163	123430190	2	1.1905
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	123430408	126701182	1171	-0.0067
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	126701745	129058948	1390	0.0774
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	129059587	137269530	4109	0.0157
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	137269547	146760600	5095	-0.0356
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	146762791	146839405	42	0.1268
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	146839914	167146752	11777	0.0168
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	167146832	174126815	4562	0.0561
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	174131659	188863265	7858	0.0055
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	188871582	208652840	10693	0.0374
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	208653718	216041547	4410	-0.0122
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	216041570	232474838	9985	0.038
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	2	232474959	241537572	5639	0.0795
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	2170634	4463040	1231	0.0045
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	4463971	15291599	6836	0.0696
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	15292044	29414666	8105	0.015
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	29415223	67113457	22114	0.056
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	67114167	79026761	7463	0.0225
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	79028316	79053403	11	-0.9134
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	79055903	114555894	16861	0.0133
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	114558733	114891133	200	-0.8707
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	114893017	116789043	1251	0.0078
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	116790621	116791345	2	-1.3874
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	116791836	122961902	3537	0.0306
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	122962194	129737506	3969	0.0728
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	129741175	143478919	7619	0.0411
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	143479107	145790989	1321	-0.0244
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	145791401	163217053	9136	0.0259
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	163221128	167884604	1986	-0.0081
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	167884889	177575686	4981	0.0526
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	177580222	182250381	2606	-0.0035
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	182251506	190841798	5052	0.0576
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	190843227	193153813	1320	0.01
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	3	193153849	197812401	1765	0.0791
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	1059384	12221941	6389	0.0901
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	12223991	18627968	4565	0.041
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	18628484	21822617	2062	-0.0078
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	21823475	27757536	3840	0.0592
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	27759451	36303488	4979	-0.0157
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	36303642	42830966	4116	0.055
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	42831775	42834381	2	-2.0701
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	42835666	52405115	2793	0.0127
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	52405356	52452202	31	0.1137
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	52457348	52478797	6	0.7261
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	52483151	54190477	1030	-0.8177
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	54190506	54353318	198	-0.6214
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	54355243	54709189	396	-0.7937
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	54709220	54716309	12	0.1938
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	54717935	59528688	2858	-0.8291
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	59533082	73230058	6883	-0.0021
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	73233118	79034551	3671	0.0678
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	79035549	81061865	1058	0.0012
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	81065630	84001175	1845	0.0648
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	84002793	86347967	1461	0.0047
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	86348190	90191797	2222	0.0526
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	90193828	95180023	2560	0.0116
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	95180182	97972325	1635	-0.0244
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	97972570	129451533	17627	0.0232
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	129451879	137396008	3739	-0.0244
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	137402558	153209164	9015	0.0321
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	153209702	153327754	82	-0.8364
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	153333093	182458704	16436	0.0146
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	4	182460131	187842528	2187	0.085
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	913983	5736528	3355	0.0388
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	5745075	11175976	4049	0.0673
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	11181501	12647520	961	-0.0051
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	12650064	17890935	2667	0.0918
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	17891055	30933558	6882	-0.0035
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	30939595	35381271	2573	0.0558
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	35381376	59023790	10949	0.0193
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	59032734	59190570	155	-0.8663
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	59194305	81361870	11969	0.0469
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	81362726	121800702	21631	0.0056
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	121801286	130433086	5138	0.0413
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	130435607	130539156	49	-0.8297
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	130549462	133077047	1257	0.0297
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	133082150	136406562	2288	0.0834
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	136406988	148872221	7302	0.0411
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	148874545	149183327	230	0.9577
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	149190120	150092922	621	0.6167
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	150097988	150290193	148	0.9835
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	150293212	150431360	68	0.6309
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	150432022	150454389	8	0.1097
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	150455155	150780360	210	0.6
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	150789328	170499625	13115	-0.8333
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	170499835	175902030	3582	-0.7818
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	175902239	176269853	22	-0.2447
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	176283552	176616332	165	-0.7807
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	5	176617903	180934240	1884	0.0595
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	1011760	7952683	5161	0.0814
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	7953081	33464592	14539	0.0385
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	33467502	48067965	9006	0.0741
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	48069715	51660530	1929	0.0161
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	51664186	55168857	2349	0.07
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	55168936	65072090	2955	0.0262
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	65075622	73095151	4699	-0.0034
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	73095368	89531720	9259	0.0373
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	89532475	93668182	2643	-0.0242
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	93668915	101737347	3863	0.0074
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	101737988	104317869	1362	-0.0475
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	104317947	118059592	8190	0.0329
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	118060193	124536127	3357	-0.0076
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	124536845	139355721	9603	0.0338
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	139356272	149680684	6159	0.0092
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	149680830	151834387	1464	0.0564
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	151834932	153725602	1413	-0.0234
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	153725720	154460578	588	0.0247
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	154467293	160973221	4098	0.0578
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	160973339	161992584	838	-0.0142
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	162045027	162215598	45	-1.1252
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	162700862	165026294	1440	-0.009
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	6	165026420	170596889	2402	0.0653
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	664936	9201973	3378	0.6123
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	9201983	12579010	1990	0.5561
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	12579117	13120036	344	0.6595
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	13121112	15769550	1912	0.5553
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	15771833	22772010	3946	0.5967
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	22772302	23995508	783	0.5487
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	24000259	24000764	2	1.7868
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	24001198	24896479	748	0.5381
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	24896703	36436163	7483	0.5943
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	36439933	36439994	2	-0.8218
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	36441238	36806561	304	0.5748
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	36808686	37380810	405	0.5258
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	37382535	37382595	2	-0.4942
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	37387149	38655316	898	0.5103
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	38655529	40398891	1055	0.5769
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	40449484	41457643	661	0.0547
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	41459675	41537910	76	0.5967
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	41542843	42597408	786	0.5194
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	42597796	45792467	1419	0.6006
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	45822404	48100540	1723	0.0632
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	48103355	50663476	1755	0.0086
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	50666460	52762462	1589	0.0682
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	52763164	57184979	2418	0.5652
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	57185111	70226489	2751	0.0225
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	70230549	77123097	2317	0.0741
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	77127694	83321111	3929	0.0365
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	83322578	83390716	51	0.5211
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	83390841	97381896	7184	0.0111
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	97382893	105742110	3751	0.0609
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	105742282	111135533	3227	0.0204
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	111712844	116507854	2441	0.563
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	116508895	118463384	1213	0.6327
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	118465353	127273060	4790	0.5662
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	127274647	142038226	8570	1.2557
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	142201936	143122756	274	-0.8201
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	143200677	144109525	323	1.3011
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	144110051	149214437	2889	-0.8548
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	7	149216553	158592540	4751	-0.7827
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	667625	14727829	6853	-0.8129
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	14728012	16724188	1324	-0.88
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	16724609	23938806	5362	-0.7882
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	23939039	23939562	2	-2.7528
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	23939885	37581304	8549	-0.8085
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	37592120	38107738	181	1.3511
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	38112562	43080575	2838	0.5987
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	46547532	49701785	1433	0.0178
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	49705060	49791524	51	0.6618
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	49806777	50994970	637	0.0068
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	50998664	51019388	18	0.4952
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	51022579	51027048	3	0.9592
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	51027386	53520213	1462	0.0474
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	53523944	53581900	48	0.545
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	53583117	53623431	29	0.0906
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	53625222	54089004	235	0.5715
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	54089139	54168629	34	-0.0964
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	54172222	54211977	20	0.4983
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	54216000	55166032	667	0.0261
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	55166677	55526263	290	0.5621
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	55529439	56133754	261	0.0354
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	56186628	56680466	274	0.5733
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	56682148	57296594	374	0.017
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	57299222	59769633	1633	-0.0385
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	59770557	63014818	2132	0.0299
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	63017918	63051021	15	0.6048
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	63054342	66369653	1710	-0.0034
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	66371687	98533920	18499	0.5599
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	98534453	98627820	39	0.0245
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	98632589	103348297	2668	0.5855
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	103349626	117317255	7453	0.5305
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	117317789	128125804	7444	0.5824
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	128126417	138131668	7297	0.5572
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	138132671	139910045	1465	0.6053
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	139919861	140277893	273	0.0862
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	8	140278670	144182542	736	0.6212
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	789794	10541982	5893	0.0442
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	10542045	10542197	2	-1.6922
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	10542221	16430785	3526	0.0667
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	16431232	17442118	772	-0.0171
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	17447753	20883971	2766	0.0674
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	20887713	32048368	6530	0.0123
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	32050832	78519678	11244	0.0629
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	78520108	81021370	1872	-0.0046
